"name","age","hometown","occupation","eliminated","season","lon","lat","region","region.1","region.2","region.3","region.4","region.5","region.6","region.7","manager","teacher","nurse","student","sales","attorney","model","real_estate","owner","bachelor","winner","lon_bach","lat_bach","age_bach","distance","age_diff","win","p","finish","top4"
"Lacy Faddoul",25,"Antelope Acres, California","nursing home owner","Week 1",18,-118.28861,34.75444,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Juan Pablo Galavis","Nikki Ferrell",-69.3473509,10.0677719,32.4216290212183,3519.14539062938,-7.42162902121834,0,1,24,0
"Lauren Higginson",25,"Edmond, Oklahoma","mineral coordinator","Week 1",18,-97.4780954,35.6528323,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Juan Pablo Galavis","Nikki Ferrell",-69.3473509,10.0677719,32.4216290212183,2500.77737541827,-7.42162902121834,0,1,25,0
"Maggie Gantt",25,"Wagener, South Carolina","personal banker","Week 1",18,-81.3612142,33.6523712,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juan Pablo Galavis","Nikki Ferrell",-69.3473509,10.0677719,32.4216290212183,1800.92936313415,-7.42162902121834,0,1,26,0
"Valerie Eredia",26,"Sutter, California","personal trainer","Week 1",18,-121.7527482,39.1598915,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Juan Pablo Galavis","Nikki Ferrell",-69.3473509,10.0677719,32.4216290212183,3791.94105232499,-6.42162902121834,0,1,27,0
"Whitney Bischoff",29,"Louisville, Kentucky","fertility nurse","Winner",19,-85.7584557,38.2526647,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,439.615810315645,-4.16358658453115,1,1,1,1
"Becca Tilley",25,"Shreveport, Louisiana","chiropractic assistant","Runner-up",19,-93.7501789,32.5251516,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,716.245202509732,-8.16358658453115,0,1,2,1
"Kaitlyn Bristowe",29,"Leduc, Alberta","dance instructor","Week 9",19,-113.5502217,53.2580126,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1238.26394281237,-4.16358658453115,0,1,3,1
"Jade Roper",28,"Gering, Nebraska","cosmetics developer","Week 8",19,-103.6577616,41.8263619,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,616.144281728976,-5.16358658453115,0,1,4,1
"Carly Waddell",29,"Arlington, Texas","cruise ship singer","Week 7",19,-97.1080656,32.735687,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,753.347047001062,-4.16358658453115,0,1,5,0
"Britt Nilsson",27,"Wolcott Mills, Michigan","waitress","Week 7",19,-82.940616,42.768738,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,443.202557018564,-6.16358658453115,0,1,6,0
"Megan Bell",24,"Nashville, Tennessee","make-up artist","Week 6",19,-86.7816016,36.1626638,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,524.897964258263,-9.16358658453115,0,1,7,0
"Kelsey Poe",28,"Hudsonville, Michigan","guidance counselor","Week 6",19,-85.8650358,42.870859,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,294.696354466963,-5.16358658453115,0,1,8,0
"Ashley Iaconetti",26,"Great Falls, Virginia","nanny/freelance journalist","Week 6",19,-77.2883157,38.9981652,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,794.555080741623,-7.16358658453115,0,1,9,0
"Mackenzie Deonigi",21,"Maple Valley, Washington","dental assistant","Week 5",19,-122.0405833,47.3613229,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1507.68320507426,-12.1635865845311,0,1,10,0
"Samantha Steffen",27,"Indianapolis, Indiana","fashion designer","Week 5",19,-86.158068,39.768403,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,352.995451047214,-6.16358658453115,0,1,11,0
"Ashley Salter",24,"Vinings, Georgia","hair stylist","Week 4",19,-84.4643744,33.8648262,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,727.816442645969,-9.16358658453115,0,1,12,0
"Juelia Kinney",30,"Beaverton, Oregon","esthetician","Week 4",19,-122.8037102,45.487062,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1547.70697103053,-3.16358658453115,0,1,13,0
"Nikki Delventhal",26,"Hasbrouck Heights, New Jersey","former nfl cheerleader","Week 4",19,-74.0806971,40.8581553,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,914.680670930456,-7.16358658453115,0,1,14,0
"Jillian Anderson",25,"Howland, Ohio","news producer","Week 4",19,-80.7325287,41.2576207,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,571.22151707749,-8.16358658453115,0,1,15,0
"Amber James",29,"Kankakee, Illinois","bartender","Week 3",19,-87.8611531,41.1200325,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,226.100278089731,-4.16358658453115,0,1,16,0
"Tracy Darakis",29,"Wellington, Florida","fourth grade teacher","Week 3",19,-80.2683571,26.6617635,"4",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1285.11034157492,-4.16358658453115,0,1,17,0
"Trina Scherenberg",33,"Algonquin, Illinois","special education teacher","Week 3",19,-88.2942493,42.1655801,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,176.98958285294,-0.163586584531146,0,1,18,0
"Alissa Giambrone",24,"Hamilton, New Jersey","flight attendant","Week 2",19,-74.6796651,40.2115109,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,896.227428228218,-9.16358658453115,0,1,19,0
"Jordan Branch",24,"Windsor, Colorado","student","Week 2",19,-104.9013617,40.4774818,"5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,701.206419138491,-9.16358658453115,0,1,20,0
"Kimberly Sherbach",28,"Wantagh, New York","yoga instructor","Week 2",19,-73.5101258,40.6837121,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,946.627851222736,-5.16358658453115,0,1,21,0
"Tandra Steiner",30,"Sandy, Utah","executive assistant","Week 2",19,-111.8389726,40.5649781,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1050.58366369669,-3.16358658453115,0,1,22,0
"Tara Eddings",26,"Fort Lauderdale, Florida","sport fishing enthusiast","Week 2",19,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1322.05720968418,-7.16358658453115,0,1,23,0
"Amanda Goerlitz",24,"Lake in the Hills, Illinois","ballet teacher","Week 1",19,-88.3303618,42.1816908,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,174.921470825637,-9.16358658453115,0,1,24,0
"Bo Stanley",25,"Carpinteria, California","plus-size model","Week 1",19,-119.5184564,34.3988838,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1603.7958923078,-8.16358658453115,0,1,25,0
"Brittany Fetkin",26,"Temecula, California","wwe diva-in-training","Week 1",19,-117.1483648,33.4936391,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1519.15349104032,-7.16358658453115,0,1,26,0
"Kara Wilson",25,"Brownsville, Kentucky","high school soccer coach","Week 1",19,-86.2677545,37.1925472,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,479.117566272875,-8.16358658453115,0,1,27,0
"Michelle Davis",25,"Provo, Utah","wedding cake baker","Week 1",19,-111.6585337,40.2338438,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1047.5467394703,-8.16358658453115,0,1,28,0
"Nicole Meacham",31,"Scottsdale, Arizona","real estate agent","Week 1",19,-111.9260519,33.4941704,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1269.75762286942,-2.16358658453115,0,1,29,0
"Reegan Cornwell",28,"Manhattan Beach, California","cadaver tissue saleswoman","Week 1",19,-118.4109089,33.8847361,"2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Chris Soules","Whitney Bischoff",-91.6712663,42.7491501,33.1635865845311,1566.8309063321,-5.16358658453115,0,1,30,0
"Lauren Bushnell",25,"West Linn, Oregon","flight attendant","Winner",20,-122.6123141,45.3656761,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,975.988770122205,-2.78370978781657,1,1,1,1
"Joelle ""JoJo"" Fletcher",24,"Dallas, Texas","real estate developer","Runner-up",20,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,663.31909356226,-3.78370978781657,0,1,2,1
"Caila Quinn",24,"Hudson, Ohio","software sales representative","Week 9",20,-81.440667,41.240056,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1239.38416929472,-3.78370978781657,0,1,3,1
"Amanda Stanton",25,"Rancho Santa Margarita, California","esthetician","Week 8",20,-117.603104,33.640855,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,815.740079164776,-2.78370978781657,0,1,4,1
"Becca Tilley",26,"Shreveport, Louisiana","chiropractic assistant","Week 7",20,-93.7501789,32.5251516,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,800.950792743247,-1.78370978781657,0,1,5,0
"Emily Ferguson",23,"Las Vegas, Nevada","waitress","Week 7",20,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,605.649220711036,-4.78370978781657,0,1,6,0
"Lauren Himle",25,"Dexter, Michigan","kindergarten teacher","Week 6",20,-83.8885552,42.3383697,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1112.55425742734,-2.78370978781657,0,1,7,0
"Olivia Caridi",23,"Bristol, Virginia","former news anchor","Week 6",20,-82.1888089,36.595141,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1255.39139118616,-4.78370978781657,0,1,8,0
"Leah Block",25,"Greenwood Village, Colorado","event planner","Week 6",20,-104.9508141,39.6172101,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,8.69781953518671,-2.78370978781657,0,1,9,0
"Jennifer Saviano",25,"Lauderdale Lakes, Florida","small business owner","Week 5",20,-80.2083806,26.1664736,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1708.44402389073,-2.78370978781657,0,1,10,0
"Jubilee Sharpe",24,"Fort Lauderdale, Florida","war veteran","Week 5",20,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1713.78609371935,-3.78370978781657,0,1,11,0
"Amber James",30,"Kankakee, Illinois","bartender","Week 4",20,-87.8611531,41.1200325,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,905.462762549645,2.21629021218343,0,1,12,0
"Rachel Tchen",23,"Little Rock, Arkansas","unemployed","Week 4",20,-92.2895948,34.7464809,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,778.973933480316,-4.78370978781657,0,1,13,0
"Haley Ferguson",23,"Las Vegas, Nevada","waitress","Week 4",20,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,605.649220711036,-4.78370978781657,0,1,14,0
"Jami Letain",23,"St. Albert, Alberta","bartender","Week 3",20,-113.625642,53.6304753,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1042.7841132954,-4.78370978781657,0,1,15,0
"Shushanna Mkrtychyan",27,"Salt Lake City, Utah","mathematician","Week 3",20,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,371.001005479367,-0.783709787816566,0,1,16,0
"Lace Morris",25,"Denver, Colorado","real estate agent","Week 3",20,-104.990251,39.7392358,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,0,-2.78370978781657,0,1,17,0
"Amanda ""Mandi"" Kremer",28,"Portland, Oregon","dentist","Week 2",20,-122.6764816,45.5230622,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,982.235046410769,0.216290212183434,0,1,18,0
"Jacqueline ""Jackie"" Dion",23,"Newport Beach, California","gerontologist","Week 2",20,-117.9289469,33.6189101,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,832.06191260707,-4.78370978781657,0,1,19,0
"Samantha Passmore",26,"New Smyrna Beach, Florida","attorney","Week 2",20,-80.9269984,29.0258191,"4",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1553.68079951171,-1.78370978781657,0,1,20,0
"Lauren ""LB"" Barr",23,"Stillwater, Oklahoma","fashion buyer","Week 2",20,-97.0583681,36.1156071,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,499.829161198481,-4.78370978781657,0,1,21,0
"Breanne Rice",30,"Seattle, Washington","nutritional therapist","Week 1",20,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1020.65049423662,2.21629021218343,0,1,22,0
"Isabel ""Izzy"" Goodkind",24,"Branford, Connecticut","graphic designer","Week 1",20,-72.8141185,41.2799027,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1685.82632364854,-3.78370978781657,0,1,23,0
"Jessica Moser",23,"Boca Raton, Florida","accountant","Week 1",20,-80.1289321,26.3683064,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1703.4100026177,-4.78370978781657,0,1,24,0
"Laura Esselman",24,"Louisville, Kentucky","account executive","Week 1",20,-85.7584557,38.2526647,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1036.97199972595,-3.78370978781657,0,1,25,0
"Lauren Russell",26,"Houston, Texas","math teacher","Week 1",20,-95.3698028,29.7604267,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,879.38292447667,-1.78370978781657,0,1,26,0
"Maegan Miller",30,"Visalia, California","cowgirl","Week 1",20,-119.2920585,36.3302284,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,813.034109218028,2.21629021218343,0,1,27,0
"Tiara Soleim",27,"Redmond, Washington","chicken enthusiast","Week 1",20,-122.121512,47.6739881,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ben Higgins","Lauren Bushnell",-104.990251,39.7392358,27.7837097878166,1013.9099688483,-0.783709787816566,0,1,28,0
"Alexis Waters",23,"Secaucus, New Jersey","aspiring dolphin trainer","Participating",21,-74.0565298,40.7895453,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,728.770541098434,-13.2600958247776,0,1,1,1
"Angela Amezcua",26,"Greenville, South Carolina","model","Participating",21,-82.3940104,34.8526176,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,638.839885479738,-10.2600958247776,0,1,2,1
"Astrid",26,"Tampa, Florida","plastic surgery office manager","Participating",21,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1087.21154755704,-10.2600958247776,0,1,3,1
"Briana Guertler",28,"Salt Lake City, Utah","surgical unit nurse","Participating",21,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1240.55536113534,-8.26009582477755,0,1,4,1
"Brittany Farrar",26,"Santa Monica, California","travel nurse","Participating",21,-118.4911912,34.0194543,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1756.75520176846,-10.2600958247776,0,1,5,0
"Christen Whitney",25,"Martinsville, Indiana","wedding videographer","Participating",21,-86.4283279,39.4278253,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,261.335825692909,-11.2600958247776,0,1,6,0
"Corinne Olympios",24,"Fort Lauderdale, Florida","business owner","Participating",21,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1249.56016367212,-12.2600958247776,0,1,7,0
"Danielle Lombard",27,"Danville, California","small business owner","Participating",21,-121.9999606,37.8215929,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1817.95687406614,-9.26009582477755,0,1,8,0
"Danielle Maltby",31,"Colgate, Wisconsin","neonatal nurse","Participating",21,-88.2067595,43.1930623,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,18.5364855678276,-5.26009582477755,0,1,9,0
"Dominique Alexis",25,"Los Angeles, California","restaurant server","Participating",21,-118.2436849,34.0522342,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1743.32484204174,-11.2600958247776,0,1,10,0
"Elizabeth ""Liz"" Sandoz",29,"Scottsbluff, Nebraska","doula","Participating",21,-103.6671662,41.8666341,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,807.246654305348,-7.26009582477755,0,1,11,0
"Elizabeth Whitelaw",24,"New Trier, Illinois","marketing manager","Participating",21,-87.7468071,42.1055794,"3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,65.0690644570807,-12.2600958247776,0,1,12,0
"Hailey",23,"Vancouver, British Columbia","photographer","Participating",21,-123.1207375,49.2827291,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1724.48096768149,-13.2600958247776,0,1,13,0
"Ida Marie",23,"Harlingen, Texas","sales manager","Participating",21,-97.6961026,26.1906306,"5",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1289.59218511472,-13.2600958247776,0,1,14,0
"Jaimi King",28,"New Orleans, Louisiana","chef","Participating",21,-90.0715323,29.9510658,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,913.175852583895,-8.26009582477755,0,1,15,0
"Jasmine Brown",25,"Tacoma, Washington","flight attendant","Participating",21,-122.4442906,47.2528768,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1695.65768059012,-11.2600958247776,0,1,16,0
"Jasmine Goode",29,"Maplewood, New Jersey","pro basketball dancer","Participating",21,-74.271992,40.7299793,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,719.192845081168,-7.26009582477755,0,1,17,0
"Josephine Tutman",24,"Santa Cruz, California","unemployed nurse","Participating",21,-122.0307963,36.9741171,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1842.49436796776,-12.2600958247776,0,1,18,0
"Kristina",24,"Lexington, Kentucky","dental hygienist","Participating",21,-84.5037164,38.0405837,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,389.180257456316,-12.2600958247776,0,1,19,0
"Lacey",25,"Towaco, New Jersey","digital marketing manager","Participating",21,-74.3439578,40.9232019,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,711.716938985271,-11.2600958247776,0,1,20,0
"Lauren Hussey",30,"Naples, Florida","law school graduate","Participating",21,-81.7948103,26.1420358,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1218.59214978904,-6.26009582477755,0,1,21,0
"Michelle Ramkissoon",24,"Los Angeles, California","food truck owner","Participating",21,-118.2436849,34.0522342,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1743.32484204174,-12.2600958247776,0,1,22,0
"Olivia",25,"Ketchikan, Alaska","apparel sales representative","Participating",21,-131.6461111,55.3422222,"7",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,2109.24421673736,-11.2600958247776,0,1,23,0
"Rachel Lindsay",31,"Dallas, Texas","attorney","Participating",21,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,858.693491625748,-5.26009582477755,0,1,24,0
"Raven Gates",25,"Hoxie, Arkansas","fashion boutique owner","Participating",21,-90.9751205,36.0503484,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,510.262169151757,-11.2600958247776,0,1,25,0
"Sarah Vendal",26,"Palmdale, California","grade school teacher","Participating",21,-118.1164613,34.5794343,"2",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1719.0782101173,-10.2600958247776,0,1,26,0
"Susannah Milan",26,"San Diego, California","account manager","Participating",21,-117.1610838,32.715738,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1737.94596284255,-10.2600958247776,0,1,27,0
"Taylor",23,"Seattle, Washington","mental health counselor","Participating",21,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,1689.34873395648,-13.2600958247776,0,1,28,0
"Vanessa Grimaldi",29,"Montreal, Quebec","special education teacher","Participating",21,-73.567256,45.5016889,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,729.282544809887,-7.26009582477755,0,1,29,0
"Whitney",25,"Chanhassen, Minnesota","pilates instructor","Participating",21,-93.5323103,44.8619645,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nick Viall","TBA",-87.9064736,43.0389025,36.2600958247776,307.142373948114,-11.2600958247776,0,1,30,0
